date,portfolio_value,cash,positions,total_pnl
2025-11-20,126352.38,67360.12,11,6537.81
2025-11-21,126413.37,67360.12,11,6537.81
2025-11-24,128427.5,61516.8,12,7102.06
2025-11-25,128714.59,69966.8,11,8233.58
2025-11-26,128632.72,69966.8,11,8233.58
2025-11-28,128616.81,69966.8,11,8233.58
2025-12-01,120851.48,42880.65,12,7331.84
2025-12-02,121176.41,42880.65,12,7331.84
2025-12-03,120930.14,42880.65,12,7331.84
2025-12-04,121047.39,42880.65,12,7331.84
2025-12-05,120852.09,35706.31,13,7560.2
2025-12-08,119999.42,35706.31,13,7560.2
2025-12-09,119749.66,35706.31,13,7560.2
2025-12-10,120979.7,35706.31,13,7560.2
2025-12-11,114416.43,38891.47,11,7612.38
2025-12-12,112662.37,38891.47,11,7612.38
2025-12-15,112074.8,38891.47,11,7612.38
2025-12-16,111971.43,45851.47,10,6661.08
2025-12-17,104048.41,39554.45,9,5559.56
2025-12-18,104794.08,39554.45,9,5559.56
2025-12-19,105698.52,39554.45,9,5559.56
2025-12-22,106264.94,39554.45,9,5559.56
2025-12-23,111511.03,44589.33,10,6255.32
2025-12-24,111972.18,44589.33,10,6255.32
2025-12-26,111969.66,44589.33,10,6255.32
2025-12-29,111852.49,44589.33,10,6255.32
2025-12-30,111422.71,31962.35,12,6255.32
